# 20mph Winds (Up to date),
# 666 data points written for 2 variables.,
# Simulation warnings:,
#   Recovery device deployment at high speed (95 ft/s),
0,0
9.63E-04,0
0.0089216,0
0.031626,0
0.073288,0
0.1366,0
0.22332,0
0.33417,0
0.46939,0
0.62913,0
0.81357,0
1.0229,0
1.2571,0
1.5164,0
1.8008,0
2.1106,0
2.4457,0
2.8062,0
3.1923,0
3.604,0
4.0414,0
4.5045,0
4.9933,0
5.5079,0
6.0484,0
6.6146,0
7.2067,0
7.8247,0
8.4685,0
9.4828,0.0010734
11.114,0.0068425
13.81,0.025469
18.361,0.076417
23.587,0.15648
29.502,0.26645
36.117,0.40609
43.446,0.5737
51.5,0.76565
60.291,0.97587
69.832,1.1955
80.13,1.4123
91.196,1.611
103.04,1.7727
115.65,1.8763
129.04,1.899
143.19,1.8173
158.1,1.6077
173.77,1.2481
188.06,0.79715
201,0.29118
213.53,0.2805
226.23,0.93605
239.84,1.7136
255.72,2.7045
275.55,4.0419
296.12,5.512
317.42,7.0888
339.45,8.7464
356.2,10.012
371.25,11.148
386.25,12.279
402.63,13.513
423.15,15.067
448.29,16.996
474.06,19.026
500.45,21.176
519.58,22.788
537.49,24.338
556.89,26.056
582.42,28.369
611.09,31.017
640.31,33.743
666.18,36.164
687.85,38.19
711.66,40.42
742.63,43.332
774.09,46.324
806.03,49.414
832.58,52.029
861,54.872
894.18,58.236
927.81,61.674
961.86,65.164
993.56,68.416
1028.1,71.961
1062.7,75.521
1097.1,79.092
1131.4,82.667
1165.5,86.232
1199.4,89.778
1233,93.292
1266.4,96.773
1299.6,100.22
1332.5,103.64
1365.3,107.05
1397.8,110.44
1430.1,113.82
1462.1,117.19
1494,120.53
1525.6,123.85
1557.1,127.14
1588.3,130.41
1619.3,133.65
1650.1,136.88
1680.7,140.09
1711.1,143.3
1741.3,146.48
1771.4,149.65
1801.2,152.8
1830.8,155.93
1860.2,159.03
1889.5,162.11
1918.5,165.18
1947.4,168.23
1976.1,171.27
2004.6,174.3
2032.9,177.31
2061,180.3
2089,183.28
2116.7,186.24
2144.3,189.18
2171.8,192.1
2199,195.01
2226.1,197.91
2253,200.79
2279.7,203.65
2306.3,206.51
2332.7,209.35
2358.9,212.18
2384.9,214.99
2410.8,217.79
2436.6,220.57
2462.1,223.33
2487.6,226.08
2512.8,228.82
2537.9,231.55
2562.8,234.26
2587.6,236.97
2612.2,239.66
2636.7,242.34
2661,245
2685.2,247.65
2709.2,250.29
2733,252.92
2756.8,255.53
2780.3,258.13
2803.7,260.72
2827,263.3
2850.1,265.86
2873.1,268.42
2895.9,270.97
2918.6,273.5
2941.2,276.02
2963.6,278.54
2985.8,281.04
3008,283.52
3029.9,286
3051.8,288.47
3073.5,290.93
3095.1,293.37
3116.5,295.81
3137.8,298.23
3159,300.65
3180,303.06
3200.9,305.46
3221.7,307.84
3242.3,310.22
3262.8,312.59
3283.2,314.95
3303.4,317.3
3323.6,319.64
3343.6,321.96
3363.4,324.28
3383.2,326.6
3402.8,328.9
3422.2,331.19
3441.6,333.48
3460.8,335.75
3479.9,338.02
3498.9,340.28
3517.8,342.53
3536.5,344.78
3555.2,347.01
3573.7,349.24
3592,351.45
3610.3,353.66
3628.4,355.86
3646.5,358.06
3664.4,360.24
3682.1,362.42
3699.8,364.59
3717.4,366.75
3734.8,368.9
3752.1,371.05
3769.3,373.19
3786.4,375.32
3803.4,377.45
3820.3,379.57
3837,381.68
3853.6,383.78
3870.2,385.88
3886.6,387.97
3902.9,390.05
3919.1,392.12
3935.1,394.19
3951.1,396.25
3967,398.31
3982.7,400.36
3998.4,402.4
4013.9,404.43
4029.3,406.46
4044.6,408.49
4059.8,410.5
4074.9,412.51
4089.9,414.52
4104.8,416.51
4119.6,418.51
4134.3,420.49
4148.9,422.47
4163.3,424.44
4177.7,426.41
4192,428.37
4206.1,430.33
4220.2,432.28
4234.1,434.22
4248,436.16
4261.7,438.09
4275.3,440.02
4288.9,441.94
4302.3,443.86
4315.7,445.77
4328.9,447.68
4342.1,449.58
4355.1,451.47
4368,453.36
4380.9,455.25
4393.6,457.13
4406.3,459
4418.8,460.87
4431.2,462.74
4443.6,464.6
4455.8,466.45
4468,468.3
4480,470.15
4492,471.99
4503.9,473.82
4515.6,475.65
4527.3,477.48
4538.9,479.3
4550.4,481.12
4561.7,482.93
4573,484.74
4584.2,486.54
4595.3,488.34
4606.3,490.14
4617.2,491.93
4628.1,493.71
4638.8,495.5
4649.4,497.27
4659.9,499.05
4670.4,500.82
4680.7,502.58
4691,504.34
4701.2,506.1
4711.2,507.85
4721.2,509.6
4731.1,511.35
4740.9,513.09
4750.6,514.83
4760.2,516.56
4769.8,518.29
4779.2,520.02
4788.6,521.74
4797.8,523.46
4807,525.17
4816.1,526.88
4825,528.59
4833.9,530.29
4842.7,531.99
4851.5,533.69
4860.1,535.38
4868.6,537.07
4877.1,538.76
4885.4,540.44
4893.7,542.12
4901.9,543.8
4910,545.47
4918,547.14
4926,548.81
4933.8,550.47
4941.5,552.13
4949.2,553.79
4956.8,555.44
4964.3,557.09
4971.7,558.74
4979,560.38
4986.2,562.02
4993.4,563.66
5000.4,565.29
5007.4,566.92
5014.3,568.55
5021.1,570.18
5027.8,571.8
5034.4,573.42
5041,575.03
5047.4,576.65
5053.8,578.26
5060.1,579.87
5066.3,581.47
5072.4,583.07
5078.4,584.67
5084.4,586.27
5090.3,587.86
5096,589.45
5101.7,591.04
5107.4,592.62
5112.9,594.2
5118.3,595.78
5123.7,597.36
5129,598.93
5134.2,600.5
5139.3,602.07
5144.3,603.64
5149.3,605.2
5154.1,606.76
5158.9,608.32
5163.6,609.87
5168.2,611.42
5172.8,612.97
5177.2,614.52
5181.6,616.06
5185.9,617.6
5190.1,619.14
5194.2,620.68
5198.3,622.21
5202.2,623.74
5206.1,625.26
5209.9,626.79
5213.6,628.31
5217.2,629.83
5220.8,631.35
5224.3,632.86
5227.7,634.37
5231,635.88
5234.2,637.38
5237.4,638.89
5240.4,640.38
5243.4,641.88
5246.3,643.38
5249.2,644.87
5251.9,646.35
5254.6,647.84
5257.2,649.32
5259.7,650.8
5262.1,652.28
5264.4,653.75
5266.7,655.22
5268.9,656.69
5271,658.15
5273.1,659.61
5275,661.07
5276.9,662.53
5278.7,663.98
5280.4,665.43
5282,666.87
5283.6,668.32
5285.1,669.76
5286.5,671.19
5287.8,672.62
5289.1,674.05
5290.3,675.48
5291.4,676.9
5292.4,678.32
5293.3,679.74
5294.2,681.15
5295,682.56
5295.7,683.97
5296.4,685.37
5296.9,686.77
5297.4,688.16
5297.8,689.56
5298.2,690.95
5298.4,692.33
5298.6,693.72
5298.8,695.1
5298.8,696.47
5298.8,697.85
5298.7,699.22
5298.5,700.59
5298.3,701.76
5298,702.92
5297.7,704.17
5297.3,705.49
5296.8,706.82
5296.2,708.13
5295.6,709.37
5294.5,711.48
5293.9,712.42
5293.2,713.35
5292.5,714.25
5291.7,715.13
5290.8,715.99
5289.9,716.81
5288.9,717.6
5287.8,718.35
5286.6,719.06
5285.3,719.73
5283.9,720.34
5282.4,720.91
5280.8,721.42
5279.1,721.87
5277.2,722.26
5275.2,722.58
5273,722.82
5270.7,722.99
5268.2,723.07
5265.5,723.05
5262.7,722.94
5259.6,722.71
5256.2,722.37
5252.6,721.89
5248.7,721.25
5246.1,720.8
5243.3,720.32
5240.4,719.82
5237.3,719.3
5234.1,718.74
5230.7,718.16
5227,717.54
5223.2,716.89
5219.1,716.2
5214.9,715.46
5210.3,714.68
5205.5,713.85
5200.5,712.97
5195.1,712.03
5189.3,711.02
5183.3,709.93
5176.8,708.77
5169.8,707.51
5162.4,706.15
5154.4,704.67
5145.9,703.06
5136.6,701.3
5126.6,699.36
5115.7,697.22
5103.7,694.84
5090.6,692.17
5076,689.15
5059.7,685.71
5041.3,681.75
5020.2,677.11
4995.8,671.58
4966.7,664.85
4931.4,656.42
4887,645.44
4840.2,633.52
4793.1,621.15
4745.8,608.4
4698.3,595.34
4650.7,582.01
4603.1,568.46
4555.5,554.73
4507.8,540.84
4460.2,526.83
4412.6,512.7
4365,498.49
4317.4,484.21
4269.9,469.86
4222.3,455.46
4174.9,441.02
4127.4,426.54
4080,412.04
4032.6,397.51
3985.3,382.96
3938,368.39
3890.7,353.81
3843.4,339.22
3796.2,324.62
3749.1,310.01
3701.9,295.39
3654.8,280.77
3607.7,266.14
3560.7,251.51
3513.7,236.88
3466.7,222.24
3419.7,207.6
3372.8,192.96
3325.9,178.32
3279.1,163.68
3232.3,149.03
3185.5,134.39
3138.7,119.74
3092,105.09
3045.3,90.447
2998.6,75.8
2952,61.152
2905.4,46.505
2858.9,31.857
2812.3,17.21
2765.9,2.5841
2719.4,-12.096
2673,-26.742
2626.6,-41.39
2580.2,-56.039
2533.9,-70.688
2487.6,-85.337
2441.3,-99.986
2395.1,-114.64
2348.9,-129.29
2302.7,-143.93
2256.6,-158.58
2210.5,-173.23
2164.4,-187.88
2118.4,-202.53
2072.4,-217.18
2026.4,-231.83
1980.4,-246.48
1934.5,-261.13
1888.6,-275.78
1842.8,-290.43
1797,-305.08
1751.2,-319.73
1705.4,-334.38
1659.7,-349.03
1614,-363.68
1568.3,-378.33
1522.6,-392.98
1477,-407.63
1431.5,-422.28
1385.9,-436.93
1340.4,-451.58
1294.9,-466.23
1249.4,-480.88
1204,-495.53
1158.6,-510.18
1113.3,-524.83
1067.9,-539.48
1022.6,-554.13
977.36,-568.78
932.12,-583.43
886.91,-598.08
841.73,-612.73
841.48,-612.81
841.23,-612.9
840.98,-612.98
840.72,-613.07
840.45,-613.17
840.18,-613.27
839.9,-613.37
839.62,-613.47
839.32,-613.59
839.02,-613.7
838.72,-613.83
838.4,-613.96
838.08,-614.09
837.75,-614.23
837.41,-614.39
837.05,-614.54
836.69,-614.71
836.32,-614.89
835.93,-615.08
835.53,-615.28
835.11,-615.5
834.68,-615.72
834.23,-615.97
833.77,-616.23
833.28,-616.52
832.77,-616.83
832.24,-617.16
831.68,-617.53
831.08,-617.92
830.46,-618.36
829.79,-618.85
829.07,-619.39
828.3,-620
827.46,-620.7
826.55,-621.49
825.53,-622.42
824.39,-623.52
823.07,-624.86
821.51,-626.55
819.58,-628.77
817,-631.93
813,-637.2
803.26,-651.06
793.15,-665.73
782.94,-680.39
772.78,-695.06
762.6,-709.72
752.43,-724.39
742.26,-739.05
732.09,-753.72
721.92,-768.39
711.76,-783.05
701.59,-797.72
691.43,-812.38
681.27,-827.05
671.11,-841.72
660.95,-856.38
650.79,-871.05
640.64,-885.71
630.48,-900.38
620.33,-915.04
610.18,-929.71
600.03,-944.38
589.88,-959.04
579.74,-973.71
569.59,-988.37
559.45,-1003
549.31,-1017.7
539.17,-1032.4
529.03,-1047
518.89,-1061.7
508.75,-1076.4
498.62,-1091
488.49,-1105.7
478.35,-1120.4
468.22,-1135
458.1,-1149.7
447.97,-1164.4
437.84,-1179
427.72,-1193.7
417.6,-1208.4
407.47,-1223
397.35,-1237.7
387.24,-1252.4
377.12,-1267
367,-1281.7
356.89,-1296.4
346.78,-1311
336.67,-1325.7
326.56,-1340.4
316.45,-1355
306.34,-1369.7
296.24,-1384.4
286.13,-1399
276.03,-1413.7
265.93,-1428.3
255.83,-1443
245.73,-1457.7
235.64,-1472.3
225.54,-1487
215.45,-1501.7
205.36,-1516.3
195.27,-1531
185.18,-1545.7
175.09,-1560.3
165.01,-1575
154.92,-1589.7
144.84,-1604.3
134.76,-1619
124.68,-1633.7
114.6,-1648.3
104.52,-1663
94.443,-1677.7
84.369,-1692.3
74.296,-1707
64.224,-1721.7
54.154,-1736.3
44.085,-1751
34.018,-1765.7
23.952,-1780.3
13.887,-1795
3.8245,-1809.7
-6.2371,-1824.3
